ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Partial_Cognacy
ChaYeQing-13_tree-1,,ChaYeQing,13_tree,hɔːj,hɔːj,h ɔːi̯,,Deepadung2015,,,,,2017
GuangKa-13_tree-1,,GuangKa,13_tree,taŋhɔːj,taŋhɔːj,t a ŋ + h ɔːi̯,,Deepadung2015,,,,,2018 2017
MangBang-13_tree-1,,MangBang,13_tree,taŋhɔːj,taŋhɔːj,t a ŋ + h ɔːi̯,,Deepadung2015,,,,,2018 2017
NanSang-13_tree-1,,NanSang,13_tree,taŋhɔj,taŋhɔj,t a ŋ + h ɔi̯,,Deepadung2015,,,,,2018 2017
NamHsan-14_root-1,,NamHsan,14_root,riah,riah,r i/j a h,,Deepadung2015,,,,,1538
KhunHawt-14_root-1,,KhunHawt,14_root,riah,riah,r i/j a h,,Deepadung2015,,,,,1538
HtanHsan-14_root-1,,HtanHsan,14_root,riah hej,riah hej,r i/j a h + h ei̯,,Deepadung2015,,,,,1538 1540
PangKham-14_root-1,,PangKham,14_root,riah,riah,r i/j a h,,Deepadung2015,,,,,1538
ManLoi-14_root-1,,ManLoi,14_root,riah hej,riah hej,r i/j a h + h ei̯,,Deepadung2015,,,,,1538 1540
MengDan-14_root-1,,MengDan,14_root,riah hiː,riah hiː,r i/j a h + h iː,,Deepadung2015,,,,,1538 1540
ChuDongGua-14_root-1,,ChuDongGua,14_root,riahhi,riahhi,r i/j a h + h i,,Deepadung2015,,,,,1538 1540
XiangZhaiTang-14_root-1,,XiangZhaiTang,14_root,riahhej,riahhej,r i/j a h + h ei̯,,Deepadung2015,,,,,1538 1540
PongNuea-14_root-1,,PongNuea,14_root,riah,riah,r i/j a h,,Deepadung2015,,,,,1538
NyaungGone-14_root-1,,NyaungGone,14_root,riah,riah,r i/j a h,,Deepadung2015,,,,,1538
NoeLae-14_root-1,,NoeLae,14_root,riah,riah,r i/j a h,,Deepadung2015,,,,,1538
BanPaw-14_root-1,,BanPaw,14_root,riah,riah,r i/j a h,,Deepadung2015,,,,,1538
ChaYeQing-14_root-1,,ChaYeQing,14_root,ɣəhhɔj,ɣəhhɔj,ɣ ə h + h ɔi̯,,Deepadung2015,,,,,1539 1540
GuangKa-14_root-1,,GuangKa,14_root,ʐəh hɔːj,ʐəh hɔːj,ʐ ə h + h ɔːi̯,,Deepadung2015,,,,,1539 2017
MangBang-14_root-1,,MangBang,14_root,ɣəh,ɣəh,ɣ ə h,,Deepadung2015,,,,,1539
NanSang-14_root-1,,NanSang,14_root,rəhhɔj,rəhhɔj,r ə h + h ɔi̯,,Deepadung2015,,,,,1538 1540
NamHsan-15_leaf-1,,NamHsan,15_leaf,l̥a:,l̥a:,l̥ aː,,Deepadung2015,,,,,1004
KhunHawt-15_leaf-1,,KhunHawt,15_leaf,l̥aː heːj,l̥aː heːj,l̥ aː + h eːi̯,,Deepadung2015,,,,,1004 1005
HtanHsan-15_leaf-1,,HtanHsan,15_leaf,l̥aː,l̥aː,l̥ aː,,Deepadung2015,,,,,1004
PangKham-15_leaf-1,,PangKham,15_leaf,l̥aː,l̥aː,l̥ aː,,Deepadung2015,,,,,1004
ManLoi-15_leaf-1,,ManLoi,15_leaf,l̥ɛː,l̥ɛː,l̥ ɛː,,Deepadung2015,,,,,1004
MengDan-15_leaf-1,,MengDan,15_leaf,l̥ɛː hi,l̥ɛː hi,l̥ ɛː + h i,,Deepadung2015,,,,,1004 1005
ChuDongGua-15_leaf-1,,ChuDongGua,15_leaf,l̥aː hiː,l̥aː hiː,l̥ aː + h iː,,Deepadung2015,,,,,1004 1005
XiangZhaiTang-15_leaf-1,,XiangZhaiTang,15_leaf,l̥aː,l̥aː,l̥ aː,,Deepadung2015,,,,,1004
PongNuea-15_leaf-1,,PongNuea,15_leaf,l̥ɛa,l̥ɛa,l̥ ɛa,,Deepadung2015,,,,,1004
NyaungGone-15_leaf-1,,NyaungGone,15_leaf,l̥a,l̥a,l̥ a,,Deepadung2015,,,,,1004
NoeLae-15_leaf-1,,NoeLae,15_leaf,l̥a,l̥a,l̥ a,,Deepadung2015,,,,,1004
BanPaw-15_leaf-1,,BanPaw,15_leaf,l̥a,l̥a,l̥ a,,Deepadung2015,,,,,1004
ChaYeQing-15_leaf-1,,ChaYeQing,15_leaf,l̥aː,l̥aː,l̥ aː,,Deepadung2015,,,,,1004
GuangKa-15_leaf-1,,GuangKa,15_leaf,l̥aː hɔːj,l̥aː hɔːj,l̥ aː + h ɔːi̯,,Deepadung2015,,,,,1004 2017
MangBang-15_leaf-1,,MangBang,15_leaf,l̥aː hɔːj,l̥aː hɔːj,l̥ aː + h ɔːi̯,,Deepadung2015,,,,,1004 1005
NanSang-15_leaf-1,,NanSang,15_leaf,l̥aː,l̥aː,l̥ aː,,Deepadung2015,,,,,1004
NamHsan-16_flower-1,,NamHsan,16_flower,ɓoh,ɓoh,ɓ o h,,Deepadung2015,,,,,614
KhunHawt-16_flower-1,,KhunHawt,16_flower,ɓoh,ɓoh,ɓ o h,,Deepadung2015,,,,,614
HtanHsan-16_flower-1,,HtanHsan,16_flower,ɓoh,ɓoh,ɓ o h,,Deepadung2015,,,,,614
PangKham-16_flower-1,,PangKham,16_flower,boh,boh,b o h,,Deepadung2015,,,,,614
ManLoi-16_flower-1,,ManLoi,16_flower,ɓoh,ɓoh,ɓ o h,,Deepadung2015,,,,,614
MengDan-16_flower-1,,MengDan,16_flower,ɓoh,ɓoh,ɓ o h,,Deepadung2015,,,,,614
ChuDongGua-16_flower-1,,ChuDongGua,16_flower,ɓoh,ɓoh,ɓ o h,,Deepadung2015,,,,,614
XiangZhaiTang-16_flower-1,,XiangZhaiTang,16_flower,boh,boh,b o h,,Deepadung2015,,,,,614
PongNuea-16_flower-1,,PongNuea,16_flower,bouh,bouh,b ou̯ h,,Deepadung2015,,,,,614
NyaungGone-16_flower-1,,NyaungGone,16_flower,bouh,bouh,b ou̯ h,,Deepadung2015,,,,,614
NoeLae-16_flower-1,,NoeLae,16_flower,bouh,bouh,b ou̯ h,,Deepadung2015,,,,,614
BanPaw-16_flower-1,,BanPaw,16_flower,bouh,bouh,b ou̯ h,,Deepadung2015,,,,,614
ChaYeQing-16_flower-1,,ChaYeQing,16_flower,box,box,b o x,,Deepadung2015,,,,,614
GuangKa-16_flower-1,,GuangKa,16_flower,poh,poh,p o h,,Deepadung2015,,,,,614
MangBang-16_flower-1,,MangBang,16_flower,poh,poh,p o h,,Deepadung2015,,,,,614
NanSang-16_flower-1,,NanSang,16_flower,poh,poh,p o h,,Deepadung2015,,,,,614
NamHsan-17_fruit-1,,NamHsan,17_fruit,ɓleː,ɓleː,ɓ l eː,,Deepadung2015,,,,,686
KhunHawt-17_fruit-1,,KhunHawt,17_fruit,plej,plej,p l ei̯,,Deepadung2015,,,,,686
HtanHsan-17_fruit-1,,HtanHsan,17_fruit,ɓlej,ɓlej,ɓ l ei̯,,Deepadung2015,,,,,686
PangKham-17_fruit-1,,PangKham,17_fruit,bleː,bleː,b l eː,,Deepadung2015,,,,,686
ManLoi-17_fruit-1,,ManLoi,17_fruit,blej,blej,b l ei̯,,Deepadung2015,,,,,686
MengDan-17_fruit-1,,MengDan,17_fruit,bliː,bliː,b l iː,,Deepadung2015,,,,,686
ChuDongGua-17_fruit-1,,ChuDongGua,17_fruit,ɓliː,ɓliː,ɓ l iː,,Deepadung2015,,,,,686
XiangZhaiTang-17_fruit-1,,XiangZhaiTang,17_fruit,blej,blej,b l ei̯,,Deepadung2015,,,,,686
PongNuea-17_fruit-1,,PongNuea,17_fruit,blej,blej,b l ei̯,,Deepadung2015,,,,,686
NyaungGone-17_fruit-1,,NyaungGone,17_fruit,ble,ble,b l e,,Deepadung2015,,,,,686
NoeLae-17_fruit-1,,NoeLae,17_fruit,ble,ble,b l e,,Deepadung2015,,,,,686
BanPaw-17_fruit-1,,BanPaw,17_fruit,ble,ble,b l e,,Deepadung2015,,,,,686
ChaYeQing-17_fruit-1,,ChaYeQing,17_fruit,ɓlɔːj,ɓlɔːj,ɓ l ɔːi̯,,Deepadung2015,,,,,686
GuangKa-17_fruit-1,,GuangKa,17_fruit,plɔːj,plɔːj,p l ɔːi̯,,Deepadung2015,,,,,686
MangBang-17_fruit-1,,MangBang,17_fruit,plɔːj,plɔːj,p l ɔːi̯,,Deepadung2015,,,,,686
NanSang-17_fruit-1,,NanSang,17_fruit,plɔːj,plɔːj,p l ɔːi̯,,Deepadung2015,,,,,686
NamHsan-18_grass-1,,NamHsan,18_grass,kәrbaːn,kәrbaːn,k ə r + b aː n,,Deepadung2015,,,,,175 737
KhunHawt-18_grass-1,,KhunHawt,18_grass,kәrbaːn,kәrbaːn,k ə r + b aː n,,Deepadung2015,,,,,739 737
HtanHsan-18_grass-1,,HtanHsan,18_grass,brej,brej,b r ei̯,,Deepadung2015,,,,,737
PangKham-18_grass-1,,PangKham,18_grass,praj,praj,p r ai̯,,Deepadung2015,,,,,737
ManLoi-18_grass-1,,ManLoi,18_grass,praj,praj,p r ai̯,,Deepadung2015,,,,,737
MengDan-18_grass-1,,MengDan,18_grass,praj,praj,p r ai̯,,Deepadung2015,,,,,737
ChuDongGua-18_grass-1,,ChuDongGua,18_grass,ɓrai,ɓrai,ɓ r ai̯,,Deepadung2015,,,,,737
XiangZhaiTang-18_grass-1,,XiangZhaiTang,18_grass,pət,pət,p ə t,,Deepadung2015,,,,,737
PongNuea-18_grass-1,,PongNuea,18_grass,pət,pət,p ə t,,Deepadung2015,,,,,737
NyaungGone-18_grass-1,,NyaungGone,18_grass,pə̆t,pə̆t,p ə̆ t,,Deepadung2015,,,,,737
NoeLae-18_grass-1,,NoeLae,18_grass,pə̆t,pə̆t,p ə̆ t,,Deepadung2015,,,,,737
BanPaw-18_grass-1,,BanPaw,18_grass,pə̆t,pə̆t,p ə̆ t,,Deepadung2015,,,,,737
ChaYeQing-18_grass-1,,ChaYeQing,18_grass,bjai,bjai,b j ai̯,,Deepadung2015,,,,,738
GuangKa-18_grass-1,,GuangKa,18_grass,bat,bat,b a t,,Deepadung2015,,,,,737
MangBang-18_grass-1,,MangBang,18_grass,bət,bət,b ə t,,Deepadung2015,,,,,737
NanSang-18_grass-1,,NanSang,18_grass,bat,bat,b a t,,Deepadung2015,,,,,737
NamHsan-19_salty-1,,NamHsan,19_salty,ʨɛːm,ʨɛːm,tɕ ɛː m,,Deepadung2015,,,,,1598
KhunHawt-19_salty-1,,KhunHawt,19_salty,saŋ,saŋ,s a ŋ,,Deepadung2015,,,,,1597
HtanHsan-19_salty-1,,HtanHsan,19_salty,sɔɁ saŋ,sɔɁ saŋ,s ɔ ʔ + s a ŋ,,Deepadung2015,,,,,1599 1597
PangKham-19_salty-1,,PangKham,19_salty,jɛːm,jɛːm,j ɛː m,,Deepadung2015,,,,,1598
ManLoi-19_salty-1,,ManLoi,19_salty,sɛɁ saŋ,sɛɁ saŋ,s ɛ ʔ + s a ŋ,,Deepadung2015,,,,,1599 1597
MengDan-19_salty-1,,MengDan,19_salty,saŋ,saŋ,s a ŋ,,Deepadung2015,,,,,1597
ChuDongGua-19_salty-1,,ChuDongGua,19_salty,ʨeːm,ʨeːm,tɕ eː m,,Deepadung2015,,,,,1598
XiangZhaiTang-19_salty-1,,XiangZhaiTang,19_salty,sɛɁsɔŋ,sɛɁsɔŋ,s ɛ ʔ + s ɔ ŋ,,Deepadung2015,,,,,1599 1597
PongNuea-19_salty-1,,PongNuea,19_salty,sɔŋ,sɔŋ,s ɔ ŋ,,Deepadung2015,,,,,1597
NyaungGone-19_salty-1,,NyaungGone,19_salty,sɔk,sɔk,s ɔ k,,Deepadung2015,,,,,1597
NoeLae-19_salty-1,,NoeLae,19_salty,sɔŋ,sɔŋ,s ɔ ŋ,,Deepadung2015,,,,,1597
BanPaw-19_salty-1,,BanPaw,19_salty,sɔŋ,sɔŋ,s ɔ ŋ,,Deepadung2015,,,,,1597
ChaYeQing-19_salty-1,,ChaYeQing,19_salty,ʨeːm,ʨeːm,tɕ eː m,,Deepadung2015,,,,,1598
GuangKa-19_salty-1,,GuangKa,19_salty,ʨɛːm,ʨɛːm,tɕ ɛː m,,Deepadung2015,,,,,1598
MangBang-19_salty-1,,MangBang,19_salty,ʨeːm,ʨeːm,tɕ eː m,,Deepadung2015,,,,,1598
NanSang-19_salty-1,,NanSang,19_salty,sɔŋ,sɔŋ,s ɔ ŋ,,Deepadung2015,,,,,1597
NamHsan-20_dog-1,,NamHsan,20_dog,ɁaɁoɁ,ɁaɁoɁ,ʔ a + ʔ o ʔ,,Deepadung2015,,,,,340 341
KhunHawt-20_dog-1,,KhunHawt,20_dog,ɁaɁoɁ,ɁaɁoɁ,ʔ a + ʔ o ʔ,,Deepadung2015,,,,,340 341
HtanHsan-20_dog-1,,HtanHsan,20_dog,ɁaɁoɁ,ɁaɁoɁ,ʔ a + ʔ o ʔ,,Deepadung2015,,,,,340 341
PangKham-20_dog-1,,PangKham,20_dog,ɁaɁoɁ,ɁaɁoɁ,ʔ a + ʔ o ʔ,,Deepadung2015,,,,,340 341
ManLoi-20_dog-1,,ManLoi,20_dog,ɁaɁoɁ,ɁaɁoɁ,ʔ a + ʔ o ʔ,,Deepadung2015,,,,,340 341
MengDan-20_dog-1,,MengDan,20_dog,ʔaʔuʔ,ʔaʔuʔ,ʔ a + ʔ u ʔ,,Deepadung2015,,,,,340 341
ChuDongGua-20_dog-1,,ChuDongGua,20_dog,ʔaʔoʔ,ʔaʔoʔ,ʔ a + ʔ o ʔ,,Deepadung2015,,,,,340 341
XiangZhaiTang-20_dog-1,,XiangZhaiTang,20_dog,sow,sow,s ou̯,,Deepadung2015,,,,,340
PongNuea-20_dog-1,,PongNuea,20_dog,masow,masow,m a + s ou̯,,Deepadung2015,,,,,339 340
NyaungGone-20_dog-1,,NyaungGone,20_dog,maso,maso,m a + s o,,Deepadung2015,,,,,339 340
NoeLae-20_dog-1,,NoeLae,20_dog,maso,maso,m a + s o,,Deepadung2015,,,,,339 340
BanPaw-20_dog-1,,BanPaw,20_dog,maso,maso,m a + s o,,Deepadung2015,,,,,1110 340
ChaYeQing-20_dog-1,,ChaYeQing,20_dog,maʔoʔ,maʔoʔ,m a + ʔ o ʔ,,Deepadung2015,,,,,339 341
GuangKa-20_dog-1,,GuangKa,20_dog,saw,saw,s au̯,,Deepadung2015,,,,,340
MangBang-20_dog-1,,MangBang,20_dog,saw,saw,s au̯,,Deepadung2015,,,,,340
NanSang-20_dog-1,,NanSang,20_dog,sow,sow,s ou̯,,Deepadung2015,,,,,340
NamHsan-21_bite-1,,NamHsan,21_bite,ɡaɁ,ɡaɁ,g a ʔ,,Deepadung2015,,,,,88
KhunHawt-21_bite-1,,KhunHawt,21_bite,ɡaɁ,ɡaɁ,g a ʔ,,Deepadung2015,,,,,88
HtanHsan-21_bite-1,,HtanHsan,21_bite,ɡaɁ,ɡaɁ,g a ʔ,,Deepadung2015,,,,,88
PangKham-21_bite-1,,PangKham,21_bite,ɡak,ɡak,g a k,,Deepadung2015,,,,,88
ManLoi-21_bite-1,,ManLoi,21_bite,kak,kak,k a k,,Deepadung2015,,,,,88
MengDan-21_bite-1,,MengDan,21_bite,kiaʔ,kiaʔ,k i/j a ʔ,,Deepadung2015,,,,,88
ChuDongGua-21_bite-1,,ChuDongGua,21_bite,ɡa?,ɡa?,g a ʔ,,Deepadung2015,,,,,88
XiangZhaiTang-21_bite-1,,XiangZhaiTang,21_bite,kɔɁ,kɔɁ,k ɔ ʔ,,Deepadung2015,,,,,88
PongNuea-21_bite-1,,PongNuea,21_bite,kauɁ,kauɁ,k au̯ ʔ,,Deepadung2015,,,,,88
NyaungGone-21_bite-1,,NyaungGone,21_bite,kauʔ,kauʔ,k au̯ ʔ,,Deepadung2015,,,,,88
NoeLae-21_bite-1,,NoeLae,21_bite,kauɁ,kauɁ,k au̯ ʔ,,Deepadung2015,,,,,88
BanPaw-21_bite-1,,BanPaw,21_bite,kauɁ,kauɁ,k au̯ ʔ,,Deepadung2015,,,,,88
ChaYeQing-21_bite-1,,ChaYeQing,21_bite,ɡak,ɡak,g a k,,Deepadung2015,,,,,88
GuangKa-21_bite-1,,GuangKa,21_bite,ɡak,ɡak,g a k,,Deepadung2015,,,,,88
MangBang-21_bite-1,,MangBang,21_bite,ɡɔk,ɡɔk,g ɔ k,,Deepadung2015,,,,,88
NanSang-21_bite-1,,NanSang,21_bite,kɔk,kɔk,k ɔ k,,Deepadung2015,,,,,88
NamHsan-22_horn-1,,NamHsan,22_horn,nuŋ kraɁ,nuŋ kraɁ,n u ŋ + k r a ʔ,,Deepadung2015,,,,,872 873
KhunHawt-22_horn-1,,KhunHawt,22_horn,nәŋ,nәŋ,n ə ŋ,,Deepadung2015,,,,,872
HtanHsan-22_horn-1,,HtanHsan,22_horn,nuk,nuk,n u k,,Deepadung2015,,,,,872
PangKham-22_horn-1,,PangKham,22_horn,nɨŋ,nɨŋ,n ɨ ŋ,,Deepadung2015,,,,,872
ManLoi-22_horn-1,,ManLoi,22_horn,nuŋ,nuŋ,n u ŋ,,Deepadung2015,,,,,872
MengDan-22_horn-1,,MengDan,22_horn,nuŋ,nuŋ,n u ŋ,,Deepadung2015,,,,,872
ChuDongGua-22_horn-1,,ChuDongGua,22_horn,nuŋ,nuŋ,n u ŋ,,Deepadung2015,,,,,872
XiangZhaiTang-22_horn-1,,XiangZhaiTang,22_horn,nɨŋ,nɨŋ,n ɨ ŋ,,Deepadung2015,,,,,872
PongNuea-22_horn-1,,PongNuea,22_horn,nɨŋ,nɨŋ,n ɨ ŋ,,Deepadung2015,,,,,872
NyaungGone-22_horn-1,,NyaungGone,22_horn,nɨk,nɨk,n ɨ k,,Deepadung2015,,,,,872
NoeLae-22_horn-1,,NoeLae,22_horn,nɨŋ,nɨŋ,n ɨ ŋ,,Deepadung2015,,,,,872
BanPaw-22_horn-1,,BanPaw,22_horn,nɨŋ,nɨŋ,n ɨ ŋ,,Deepadung2015,,,,,872
ChaYeQing-22_horn-1,,ChaYeQing,22_horn,nɨŋ,nɨŋ,n ɨ ŋ,,Deepadung2015,,,,,872
GuangKa-22_horn-1,,GuangKa,22_horn,nɨŋ,nɨŋ,n ɨ ŋ,,Deepadung2015,,,,,872
MangBang-22_horn-1,,MangBang,22_horn,nɨŋ,nɨŋ,n ɨ ŋ,,Deepadung2015,,,,,872
NanSang-22_horn-1,,NanSang,22_horn,nɨŋ,nɨŋ,n ɨ ŋ,,Deepadung2015,,,,,872
NamHsan-23_tail-1,,NamHsan,23_tail,saɗaː,saɗaː,s a + ɗ aː,,Deepadung2015,,,,,1890 1891
KhunHawt-23_tail-1,,KhunHawt,23_tail,saɗaː,saɗaː,s a + ɗ aː,,Deepadung2015,,,,,1858 1891
HtanHsan-23_tail-1,,HtanHsan,23_tail,saɗaː,saɗaː,s a + ɗ aː,,Deepadung2015,,,,,1890 1891
PangKham-23_tail-1,,PangKham,23_tail,saɗaː,saɗaː,s a + ɗ aː,,Deepadung2015,,,,,1890 1891
ManLoi-23_tail-1,,ManLoi,23_tail,saɗɛː,saɗɛː,s a + ɗ ɛː,,Deepadung2015,,,,,1890 1891
MengDan-23_tail-1,,MengDan,23_tail,kəɗɛː,kəɗɛː,k ə + ɗ ɛː,,Deepadung2015,,,,,175 1891
ChuDongGua-23_tail-1,,ChuDongGua,23_tail,sadaː,sadaː,s a + d aː,,Deepadung2015,,,,,1890 1891
XiangZhaiTang-23_tail-1,,XiangZhaiTang,23_tail,sədaː,sədaː,s ə + d aː,,Deepadung2015,,,,,1890 1891
PongNuea-23_tail-1,,PongNuea,23_tail,sadɛa,sadɛa,s a + d ɛa,,Deepadung2015,,,,,1890 1891
NyaungGone-23_tail-1,,NyaungGone,23_tail,sada,sada,s a + d a,,Deepadung2015,,,,,1890 1891
NoeLae-23_tail-1,,NoeLae,23_tail,sada,sada,s a + d a,,Deepadung2015,,,,,1890 1891
BanPaw-23_tail-1,,BanPaw,23_tail,sada,sada,s a + d a,,Deepadung2015,,,,,1563 1891
ChaYeQing-23_tail-1,,ChaYeQing,23_tail,khaɗaː,khaɗaː,kʰ a + ɗ aː,,Deepadung2015,,,,,1322 1891
GuangKa-23_tail-1,,GuangKa,23_tail,sataː,sataː,s a + t aː,,Deepadung2015,,,,,1858 1891
MangBang-23_tail-1,,MangBang,23_tail,sataː,sataː,s a + t aː,,Deepadung2015,,,,,1890 1891
NanSang-23_tail-1,,NanSang,23_tail,sataː,sataː,s a + t aː,,Deepadung2015,,,,,1890 1891
NamHsan-24_bird-1,,NamHsan,24_bird,sim,sim,s i m,,Deepadung2015,,,,,68
KhunHawt-24_bird-1,,KhunHawt,24_bird,sim,sim,s i m,,Deepadung2015,,,,,68
HtanHsan-24_bird-1,,HtanHsan,24_bird,sim,sim,s i m,,Deepadung2015,,,,,68
PangKham-24_bird-1,,PangKham,24_bird,sim,sim,s i m,,Deepadung2015,,,,,68
ManLoi-24_bird-1,,ManLoi,24_bird,sim,sim,s i m,,Deepadung2015,,,,,68
MengDan-24_bird-1,,MengDan,24_bird,sim,sim,s i m,,Deepadung2015,,,,,68
ChuDongGua-24_bird-1,,ChuDongGua,24_bird,sim,sim,s i m,,Deepadung2015,,,,,68
XiangZhaiTang-24_bird-1,,XiangZhaiTang,24_bird,siːm,siːm,s iː m,,Deepadung2015,,,,,68
PongNuea-24_bird-1,,PongNuea,24_bird,masiːm,masiːm,m a + s iː m,,Deepadung2015,,,,,1110 68
NyaungGone-24_bird-1,,NyaungGone,24_bird,masim,masim,m a + s i m,,Deepadung2015,,,,,1110 68
NoeLae-24_bird-1,,NoeLae,24_bird,masim,masim,m a + s i m,,Deepadung2015,,,,,1110 68
BanPaw-24_bird-1,,BanPaw,24_bird,masim,masim,m a + s i m,,Deepadung2015,,,,,1110 68
ChaYeQing-24_bird-1,,ChaYeQing,24_bird,siːm,siːm,s iː m,,Deepadung2015,,,,,68
GuangKa-24_bird-1,,GuangKa,24_bird,siːm,siːm,s iː m,,Deepadung2015,,,,,68
MangBang-24_bird-1,,MangBang,24_bird,siːm,siːm,s iː m,,Deepadung2015,,,,,68
NanSang-24_bird-1,,NanSang,24_bird,siːm,siːm,s iː m,,Deepadung2015,,,,,68
NamHsan-25_fly-1,,NamHsan,25_fly,pәr,pәr,p ə r,,Deepadung2015,,,,,631
KhunHawt-25_fly-1,,KhunHawt,25_fly,bәr,bәr,b ə r,,Deepadung2015,,,,,631
HtanHsan-25_fly-1,,HtanHsan,25_fly,ɓәr,ɓәr,ɓ ə r,,Deepadung2015,,,,,631
PangKham-25_fly-1,,PangKham,25_fly,min,min,m i n,,Deepadung2015,,,,,631
ManLoi-25_fly-1,,ManLoi,25_fly,bәr,bәr,b ə r,,Deepadung2015,,,,,631
MengDan-25_fly-1,,MengDan,25_fly,phruː,phruː,pʰ r uː,,Deepadung2015,,,,,631
ChuDongGua-25_fly-1,,ChuDongGua,25_fly,phruː,phruː,pʰ r uː,,Deepadung2015,,,,,631
XiangZhaiTang-25_fly-1,,XiangZhaiTang,25_fly,bən,bən,b ə n,,Deepadung2015,,,,,631
PongNuea-25_fly-1,,PongNuea,25_fly,bən,bən,b ə n,,Deepadung2015,,,,,631
NyaungGone-25_fly-1,,NyaungGone,25_fly,bə̆n,bə̆n,b ə̆ n,,Deepadung2015,,,,,631
NoeLae-25_fly-1,,NoeLae,25_fly,bə̆n,bə̆n,b ə̆ n,,Deepadung2015,,,,,631
BanPaw-25_fly-1,,BanPaw,25_fly,bə̆n,bə̆n,b ə̆ n,,Deepadung2015,,,,,631
ChaYeQing-25_fly-1,,ChaYeQing,25_fly,ɓaj,ɓaj,ɓ ai̯,,Deepadung2015,,,,,631
GuangKa-25_fly-1,,GuangKa,25_fly,pɨːh,pɨːh,p ɨː h,,Deepadung2015,,,,,631
MangBang-25_fly-1,,MangBang,25_fly,pɨː,pɨː,p ɨː,,Deepadung2015,,,,,631
NanSang-25_fly-1,,NanSang,25_fly,pɨː,pɨː,p ɨː,,Deepadung2015,,,,,631
NamHsan-26_egg-1,,NamHsan,26_egg,kadam ɓeɁ,kadam ɓeɁ,k a + d a m + ɓ e ʔ,,Deepadung2015,,,,,175 462 459
KhunHawt-26_egg-1,,KhunHawt,26_egg,kaɗam,kaɗam,k a + ɗ a m,,Deepadung2015,,,,,175 462
HtanHsan-26_egg-1,,HtanHsan,26_egg,kaɗam,kaɗam,k a + ɗ a m,,Deepadung2015,,,,,175 462
PangKham-26_egg-1,,PangKham,26_egg,ɡlaw,ɡlaw,g l au̯,,Deepadung2015,,,,,461
ManLoi-26_egg-1,,ManLoi,26_egg,klaw khaj,klaw khaj,k l au̯ + kʰ ai̯,,Deepadung2015,,,,,463 461
MengDan-26_egg-1,,MengDan,26_egg,ɡlɛːw,ɡlɛːw,g l ɛːu̯,,Deepadung2015,,,,,461
ChuDongGua-26_egg-1,,ChuDongGua,26_egg,ɡraːw ʔiar,ɡraːw ʔiar,g r aːu̯ + ʔ i/j a r,,Deepadung2015,,,,,461 460
XiangZhaiTang-26_egg-1,,XiangZhaiTang,26_egg,pəːn,pəːn,p əː n,,Deepadung2015,,,,,459
PongNuea-26_egg-1,,PongNuea,26_egg,pəan,pəan,p əa n,,Deepadung2015,,,,,459
NyaungGone-26_egg-1,,NyaungGone,26_egg,pən ʔian,pən ʔian,p ə n + ʔ i/j a n,,Deepadung2015,,,,,459 460
NoeLae-26_egg-1,,NoeLae,26_egg,pən Ɂian,pən Ɂian,p ə n + ʔ i/j a n,,Deepadung2015,,,,,459 460
BanPaw-26_egg-1,,BanPaw,26_egg,pən Ɂian,pən Ɂian,p ə n + ʔ i/j a n,,Deepadung2015,,,,,459 460
ChaYeQing-26_egg-1,,ChaYeQing,26_egg,bəːn,bəːn,b əː n,,Deepadung2015,,,,,459
GuangKa-26_egg-1,,GuangKa,26_egg,bəːn,bəːn,b əː n,,Deepadung2015,,,,,459
MangBang-26_egg-1,,MangBang,26_egg,bəːn,bəːn,b əː n,,Deepadung2015,,,,,459
NanSang-26_egg-1,,NanSang,26_egg,bəːn,bəːn,b əː n,,Deepadung2015,,,,,459
NamHsan-27_fish-1,,NamHsan,27_fish,kaː,kaː,k aː,,Deepadung2015,,,,,594
KhunHawt-27_fish-1,,KhunHawt,27_fish,kaː,kaː,k aː,,Deepadung2015,,,,,594
HtanHsan-27_fish-1,,HtanHsan,27_fish,kaː,kaː,k aː,,Deepadung2015,,,,,594
PangKham-27_fish-1,,PangKham,27_fish,ɡaː,ɡaː,g aː,,Deepadung2015,,,,,594
ManLoi-27_fish-1,,ManLoi,27_fish,ɡɛː,ɡɛː,g ɛː,,Deepadung2015,,,,,594
MengDan-27_fish-1,,MengDan,27_fish,kɛː,kɛː,k ɛː,,Deepadung2015,,,,,594
ChuDongGua-27_fish-1,,ChuDongGua,27_fish,kaː,kaː,k aː,,Deepadung2015,,,,,594
XiangZhaiTang-27_fish-1,,XiangZhaiTang,27_fish,ɡaː,ɡaː,g aː,,Deepadung2015,,,,,594
PongNuea-27_fish-1,,PongNuea,27_fish,maɡɛa,maɡɛa,m a + g ɛa,,Deepadung2015,,,,,593 594
NyaungGone-27_fish-1,,NyaungGone,27_fish,maɡa,maɡa,m a + g a,,Deepadung2015,,,,,593 594
NoeLae-27_fish-1,,NoeLae,27_fish,maɡa,maɡa,m a + g a,,Deepadung2015,,,,,593 594
BanPaw-27_fish-1,,BanPaw,27_fish,maɡa,maɡa,m a + g a,,Deepadung2015,,,,,1110 594
ChaYeQing-27_fish-1,,ChaYeQing,27_fish,kaː,kaː,k aː,,Deepadung2015,,,,,594
GuangKa-27_fish-1,,GuangKa,27_fish,kaː,kaː,k aː,,Deepadung2015,,,,,594
