ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Partial_Cognacy
MangBang-27_fish-1,,MangBang,27_fish,kaː,kaː,k aː,,Deepadung2015,,,,,594
NanSang-27_fish-1,,NanSang,27_fish,kaː,kaː,k aː,,Deepadung2015,,,,,594
NamHsan-28_snake-1,,NamHsan,28_snake,haɲ,haɲ,h a ɲ,,Deepadung2015,,,,,1759
KhunHawt-28_snake-1,,KhunHawt,28_snake,heɲ,heɲ,h e ɲ,,Deepadung2015,,,,,1759
HtanHsan-28_snake-1,,HtanHsan,28_snake,heɲ,heɲ,h e ɲ,,Deepadung2015,,,,,1759
PangKham-28_snake-1,,PangKham,28_snake,haɲ,haɲ,h a ɲ,,Deepadung2015,,,,,1759
ManLoi-28_snake-1,,ManLoi,28_snake,han,han,h a n,,Deepadung2015,,,,,1759
MengDan-28_snake-1,,MengDan,28_snake,hɔn,hɔn,h ɔ n,,Deepadung2015,,,,,1759
ChuDongGua-28_snake-1,,ChuDongGua,28_snake,hɔɲ,hɔɲ,h ɔ ɲ,,Deepadung2015,,,,,1759
XiangZhaiTang-28_snake-1,,XiangZhaiTang,28_snake,haɲ,haɲ,h a ɲ,,Deepadung2015,,,,,1759
PongNuea-28_snake-1,,PongNuea,28_snake,mahaɲ,mahaɲ,m a + h a ɲ,,Deepadung2015,,,,,1758 1759
NyaungGone-28_snake-1,,NyaungGone,28_snake,han,han,h a n,,Deepadung2015,,,,,1759
NoeLae-28_snake-1,,NoeLae,28_snake,mahaɲ,mahaɲ,m a + h a ɲ,,Deepadung2015,,,,,1758 1759
BanPaw-28_snake-1,,BanPaw,28_snake,mahăɲ,mahăɲ,m a + h ă ɲ,,Deepadung2015,,,,,1110 1759
ChaYeQing-28_snake-1,,ChaYeQing,28_snake,han,han,h a n,,Deepadung2015,,,,,1759
GuangKa-28_snake-1,,GuangKa,28_snake,han,han,h a n,,Deepadung2015,,,,,1759
MangBang-28_snake-1,,MangBang,28_snake,han,han,h a n,,Deepadung2015,,,,,1759
NanSang-28_snake-1,,NanSang,28_snake,han,han,h a n,,Deepadung2015,,,,,1759
NamHsan-29_louse-1,,NamHsan,29_louse,siː,siː,s iː,,Deepadung2015,,,,,1111
KhunHawt-29_louse-1,,KhunHawt,29_louse,siː,siː,s iː,,Deepadung2015,,,,,1111
HtanHsan-29_louse-1,,HtanHsan,29_louse,sej,sej,s ei̯,,Deepadung2015,,,,,1111
PangKham-29_louse-1,,PangKham,29_louse,saj,saj,s ai̯,,Deepadung2015,,,,,1111
ManLoi-29_louse-1,,ManLoi,29_louse,saj,saj,s ai̯,,Deepadung2015,,,,,1111
MengDan-29_louse-1,,MengDan,29_louse,kəbran,kəbran,k ə + b r a n,,Deepadung2015,,,,,175 1113
ChuDongGua-29_louse-1,,ChuDongGua,29_louse,saːj,saːj,s aːi̯,,Deepadung2015,,,,,1111
XiangZhaiTang-29_louse-1,,XiangZhaiTang,29_louse,masɛː,masɛː,m a + s ɛː,,Deepadung2015,,,,,1110 1111
PongNuea-29_louse-1,,PongNuea,29_louse,masɛː,masɛː,m a + s ɛː,,Deepadung2015,,,,,1110 1111
NyaungGone-29_louse-1,,NyaungGone,29_louse,masɛ,masɛ,m a + s ɛ,,Deepadung2015,,,,,1110 1111
NoeLae-29_louse-1,,NoeLae,29_louse,masɛ,masɛ,m a + s ɛ,,Deepadung2015,,,,,1110 1111
BanPaw-29_louse-1,,BanPaw,29_louse,masɛ,masɛ,m a + s ɛ,,Deepadung2015,,,,,1110 1111
ChaYeQing-29_louse-1,,ChaYeQing,29_louse,masaj,masaj,m a + s ai̯,,Deepadung2015,,,,,1110 1111
GuangKa-29_louse-1,,GuangKa,29_louse,saj,saj,s ai̯,,Deepadung2015,,,,,1111
MangBang-29_louse-1,,MangBang,29_louse,saj,saj,s ai̯,,Deepadung2015,,,,,1111
NanSang-29_louse-1,,NanSang,29_louse,saiɁ,saiɁ,s ai̯ ʔ,,Deepadung2015,,,,,1111
NamHsan-30_head-1,,NamHsan,30_head,kiŋ,kiŋ,k i ŋ,,Deepadung2015,,,,,805
KhunHawt-30_head-1,,KhunHawt,30_head,keɲ,keɲ,k e ɲ,,Deepadung2015,,,,,805
HtanHsan-30_head-1,,HtanHsan,30_head,kiɲ,kiɲ,k i ɲ,,Deepadung2015,,,,,805
PangKham-30_head-1,,PangKham,30_head,ɡiɲ,ɡiɲ,g i ɲ,,Deepadung2015,,,,,805
ManLoi-30_head-1,,ManLoi,30_head,ɡiŋ,ɡiŋ,g i ŋ,,Deepadung2015,,,,,805
MengDan-30_head-1,,MengDan,30_head,kiŋ,kiŋ,k i ŋ,,Deepadung2015,,,,,805
ChuDongGua-30_head-1,,ChuDongGua,30_head,ɡiŋ,ɡiŋ,g i ŋ,,Deepadung2015,,,,,805
XiangZhaiTang-30_head-1,,XiangZhaiTang,30_head,ɡiɲ,ɡiɲ,g i ɲ,,Deepadung2015,,,,,805
PongNuea-30_head-1,,PongNuea,30_head,ɡiɲ,ɡiɲ,g i ɲ,,Deepadung2015,,,,,805
NyaungGone-30_head-1,,NyaungGone,30_head,ɡɨn,ɡɨn,g ɨ n,,Deepadung2015,,,,,805
NoeLae-30_head-1,,NoeLae,30_head,ɡiɲ,ɡiɲ,g i ɲ,,Deepadung2015,,,,,805
BanPaw-30_head-1,,BanPaw,30_head,ɡɨɲ,ɡɨɲ,g ɨ ɲ,,Deepadung2015,,,,,805
ChaYeQing-30_head-1,,ChaYeQing,30_head,ken,ken,k e n,,Deepadung2015,,,,,805
GuangKa-30_head-1,,GuangKa,30_head,ken,ken,k e n,,Deepadung2015,,,,,805
MangBang-30_head-1,,MangBang,30_head,kən,kən,k ə n,,Deepadung2015,,,,,805
NanSang-30_head-1,,NanSang,30_head,kən,kən,k ə n,,Deepadung2015,,,,,805
NamHsan-31_hair-1,,NamHsan,31_hair,huɁkiŋ,huɁkiŋ,h u ʔ + k i ŋ,,Deepadung2015,,,,,756 805
KhunHawt-31_hair-1,,KhunHawt,31_hair,houɁ keɲ,houɁ keɲ,h ou̯ ʔ + k e ɲ,,Deepadung2015,,,,,756 805
HtanHsan-31_hair-1,,HtanHsan,31_hair,houɁ kiɲ,houɁ kiɲ,h ou̯ ʔ + k i ɲ,,Deepadung2015,,,,,756 805
PangKham-31_hair-1,,PangKham,31_hair,hɨk ɡiɲ,hɨk ɡiɲ,h ɨ k + g i ɲ,,Deepadung2015,,,,,756 757
ManLoi-31_hair-1,,ManLoi,31_hair,huk ɡiŋ,huk ɡiŋ,h u k + g i ŋ,,Deepadung2015,,,,,756 757
MengDan-31_hair-1,,MengDan,31_hair,huʔ kiŋ,huʔ kiŋ,h u ʔ + k i ŋ,,Deepadung2015,,,,,756 805
ChuDongGua-31_hair-1,,ChuDongGua,31_hair,huʔ kiŋ,huʔ kiŋ,h u ʔ + k i ŋ,,Deepadung2015,,,,,756 805
XiangZhaiTang-31_hair-1,,XiangZhaiTang,31_hair,huːj,huːj,h uːi̯,,Deepadung2015,,,,,756
PongNuea-31_hair-1,,PongNuea,31_hair,hɨk ɡiɲ,hɨk ɡiɲ,h ɨ k + g i ɲ,,Deepadung2015,,,,,756 757
NyaungGone-31_hair-1,,NyaungGone,31_hair,hɨk ɡɨn,hɨk ɡɨn,h ɨ k + g ɨ n,,Deepadung2015,,,,,756 757
NoeLae-31_hair-1,,NoeLae,31_hair,hɨk ɡiɲ,hɨk ɡiɲ,h ɨ k + g i ɲ,,Deepadung2015,,,,,756 757
BanPaw-31_hair-1,,BanPaw,31_hair,hɨk ɡɨɲ,hɨk ɡɨɲ,h ɨ k + g ɨ ɲ,,Deepadung2015,,,,,756 757
ChaYeQing-31_hair-1,,ChaYeQing,31_hair,hɨk ken,hɨk ken,h ɨ k + k e n,,Deepadung2015,,,,,756 805
GuangKa-31_hair-1,,GuangKa,31_hair,hɨk ken,hɨk ken,h ɨ k + k e n,,Deepadung2015,,,,,756 805
MangBang-31_hair-1,,MangBang,31_hair,hɨkkən,hɨkkən,h ɨ k + k ə n,,Deepadung2015,,,,,756 805
NanSang-31_hair-1,,NanSang,31_hair,hɨkkən,hɨkkən,h ɨ k + k ə n,,Deepadung2015,,,,,756 805
NamHsan-32_eye-1,,NamHsan,32_eye,ŋaːj,ŋaːj,ŋ aːi̯,,Deepadung2015,,,,,485
KhunHawt-32_eye-1,,KhunHawt,32_eye,ŋaːj,ŋaːj,ŋ aːi̯,,Deepadung2015,,,,,418
HtanHsan-32_eye-1,,HtanHsan,32_eye,ŋaːj,ŋaːj,ŋ aːi̯,,Deepadung2015,,,,,485
PangKham-32_eye-1,,PangKham,32_eye,bleː ŋaːj,bleː ŋaːj,b l eː + ŋ aːi̯,,Deepadung2015,,,,,486 485
ManLoi-32_eye-1,,ManLoi,32_eye,bleː ŋaːj,bleː ŋaːj,b l eː + ŋ aːi̯,,Deepadung2015,,,,,486 485
MengDan-32_eye-1,,MengDan,32_eye,ŋaːj,ŋaːj,ŋ aːi̯,,Deepadung2015,,,,,485
ChuDongGua-32_eye-1,,ChuDongGua,32_eye,ŋaːj,ŋaːj,ŋ aːi̯,,Deepadung2015,,,,,485
XiangZhaiTang-32_eye-1,,XiangZhaiTang,32_eye,ŋaːj,ŋaːj,ŋ aːi̯,,Deepadung2015,,,,,485
PongNuea-32_eye-1,,PongNuea,32_eye,ŋaːj,ŋaːj,ŋ aːi̯,,Deepadung2015,,,,,485
NyaungGone-32_eye-1,,NyaungGone,32_eye,ŋaj,ŋaj,ŋ ai̯,,Deepadung2015,,,,,485
NoeLae-32_eye-1,,NoeLae,32_eye,ŋaj,ŋaj,ŋ ai̯,,Deepadung2015,,,,,485
BanPaw-32_eye-1,,BanPaw,32_eye,ŋaj,ŋaj,ŋ ai̯,,Deepadung2015,,,,,485
ChaYeQing-32_eye-1,,ChaYeQing,32_eye,ŋaːj,ŋaːj,ŋ aːi̯,,Deepadung2015,,,,,485
GuangKa-32_eye-1,,GuangKa,32_eye,ŋaːj,ŋaːj,ŋ aːi̯,,Deepadung2015,,,,,485
MangBang-32_eye-1,,MangBang,32_eye,ŋaːj,ŋaːj,ŋ aːi̯,,Deepadung2015,,,,,485
NanSang-32_eye-1,,NanSang,32_eye,ŋaːj,ŋaːj,ŋ aːi̯,,Deepadung2015,,,,,485
NamHsan-33_nose-1,,NamHsan,33_nose,kɔŋmuh,kɔŋmuh,k ɔ ŋ + m u h,,Deepadung2015,,,,,1355 1356
KhunHawt-33_nose-1,,KhunHawt,33_nose,kɔŋmur̥,kɔŋmur̥,k ɔ ŋ + m u r̥,,Deepadung2015,,,,,1355 1201
HtanHsan-33_nose-1,,HtanHsan,33_nose,kɔŋmuh,kɔŋmuh,k ɔ ŋ + m u h,,Deepadung2015,,,,,1355 1356
PangKham-33_nose-1,,PangKham,33_nose,ɡɔŋmuh,ɡɔŋmuh,g ɔ ŋ + m u h,,Deepadung2015,,,,,1355 1356
ManLoi-33_nose-1,,ManLoi,33_nose,ɡɔŋmuh,ɡɔŋmuh,g ɔ ŋ + m u h,,Deepadung2015,,,,,1355 1356
MengDan-33_nose-1,,MengDan,33_nose,ʔamujh,ʔamujh,ʔ a + m ui̯ h,,Deepadung2015,,,,,1358 1356
ChuDongGua-33_nose-1,,ChuDongGua,33_nose,mujh,mujh,m ui̯ h,,Deepadung2015,,,,,1356
XiangZhaiTang-33_nose-1,,XiangZhaiTang,33_nose,ɡuŋmuh,ɡuŋmuh,g u ŋ + m u h,,Deepadung2015,,,,,1355 1356
PongNuea-33_nose-1,,PongNuea,33_nose,ɡuŋmuh,ɡuŋmuh,g u ŋ + m u h,,Deepadung2015,,,,,1355 1356
NyaungGone-33_nose-1,,NyaungGone,33_nose,ɡumuh,ɡumuh,g u + m u h,,Deepadung2015,,,,,1355 1356
NoeLae-33_nose-1,,NoeLae,33_nose,ɡoŋmuh,ɡoŋmuh,g o ŋ + m u h,,Deepadung2015,,,,,1355 1356
BanPaw-33_nose-1,,BanPaw,33_nose,ɡuŋmuh,ɡuŋmuh,g u ŋ + m u h,,Deepadung2015,,,,,1355 1356
ChaYeQing-33_nose-1,,ChaYeQing,33_nose,kadoŋmuh,kadoŋmuh,k a + d o ŋ + m u h,,Deepadung2015,,,,,175 1093 1356
GuangKa-33_nose-1,,GuangKa,33_nose,kaduŋ muh,kaduŋ muh,k a + d u ŋ + m u h,,Deepadung2015,,,,,175 1357 1356
MangBang-33_nose-1,,MangBang,33_nose,kadɔŋ muh,kadɔŋ muh,k a + d ɔ ŋ + m u h,,Deepadung2015,,,,,175 1357 1356
NanSang-33_nose-1,,NanSang,33_nose,kaduŋmuh,kaduŋmuh,k a + d u ŋ + m u h,,Deepadung2015,,,,,175 1357 1356
NamHsan-34_ear-1,,NamHsan,34_ear,lajʨhɔːɁ,lajʨhɔːɁ,l a j + tɕʰ ɔː ʔ,,Deepadung2015,,,,,387 386
KhunHawt-34_ear-1,,KhunHawt,34_ear,ralaŋ,ralaŋ,r a + l a ŋ,,Deepadung2015,,,,,387 389
HtanHsan-34_ear-1,,HtanHsan,34_ear,lalaŋ,lalaŋ,l a + l a ŋ,,Deepadung2015,,,,,387 388
PangKham-34_ear-1,,PangKham,34_ear,j̊ok,j̊ok,j̊ o k,,Deepadung2015,,,,,386
ManLoi-34_ear-1,,ManLoi,34_ear,lɛːj̊ok,lɛːj̊ok,l ɛː + j̊ o k,,Deepadung2015,,,,,387 386
MengDan-34_ear-1,,MengDan,34_ear,j̊ok,j̊ok,j̊ o k,,Deepadung2015,,,,,386
ChuDongGua-34_ear-1,,ChuDongGua,34_ear,j̊o?,j̊o?,j̊ o ʔ,,Deepadung2015,,,,,386
XiangZhaiTang-34_ear-1,,XiangZhaiTang,34_ear,j̊auɁ,j̊auɁ,j̊ au̯ ʔ,,Deepadung2015,,,,,386
PongNuea-34_ear-1,,PongNuea,34_ear,jaj̊auɁ,jaj̊auɁ,j a j̊ au̯ ʔ,,Deepadung2015,,,,,386
NyaungGone-34_ear-1,,NyaungGone,34_ear,j̊ouʔ,j̊ouʔ,j̊ ou̯ ʔ,,Deepadung2015,,,,,386
NoeLae-34_ear-1,,NoeLae,34_ear,Ɂaj̊ouʔ,Ɂaj̊ouʔ,ʔ a + j̊ ou̯ ʔ,,Deepadung2015,,,,,385 386
BanPaw-34_ear-1,,BanPaw,34_ear,Ɂaj̊ouɁ,Ɂaj̊ouɁ,ʔ a + j̊ ou̯ ʔ,,Deepadung2015,,,,,2042 386
ChaYeQing-34_ear-1,,ChaYeQing,34_ear,ʨhok,ʨhok,tɕʰ o k,,Deepadung2015,,,,,386
GuangKa-34_ear-1,,GuangKa,34_ear,ʨhok,ʨhok,tɕʰ o k,,Deepadung2015,,,,,386
MangBang-34_ear-1,,MangBang,34_ear,laʨhok,laʨhok,l a + tɕʰ o k,,Deepadung2015,,,,,387 386
NanSang-34_ear-1,,NanSang,34_ear,ʨhok,ʨhok,tɕʰ o k,,Deepadung2015,,,,,386
NamHsan-35_mouth-1,,NamHsan,35_mouth,moːɁ,moːɁ,m oː ʔ,,Deepadung2015,,,,,1201
KhunHawt-35_mouth-1,,KhunHawt,35_mouth,mur̥,mur̥,m u r̥,,Deepadung2015,,,,,1201
HtanHsan-35_mouth-1,,HtanHsan,35_mouth,mur̥,mur̥,m u r̥,,Deepadung2015,,,,,1201
PangKham-35_mouth-1,,PangKham,35_mouth,muaɁ,muaɁ,m u/w a ʔ,,Deepadung2015,,,,,1201
ManLoi-35_mouth-1,,ManLoi,35_mouth,muaɁ,muaɁ,m u/w a ʔ,,Deepadung2015,,,,,1201
MengDan-35_mouth-1,,MengDan,35_mouth,mojɁ,mojɁ,m oi̯ ʔ,,Deepadung2015,,,,,1201
ChuDongGua-35_mouth-1,,ChuDongGua,35_mouth,mojɁ,mojɁ,m oi̯ ʔ,,Deepadung2015,,,,,1201
XiangZhaiTang-35_mouth-1,,XiangZhaiTang,35_mouth,mojɁ,mojɁ,m oi̯ ʔ,,Deepadung2015,,,,,1201
PongNuea-35_mouth-1,,PongNuea,35_mouth,moːc,moːc,m oː c,,Deepadung2015,,,,,1201
NyaungGone-35_mouth-1,,NyaungGone,35_mouth,moc,moc,m o c,,Deepadung2015,,,,,1201
NoeLae-35_mouth-1,,NoeLae,35_mouth,moc,moc,m o c,,Deepadung2015,,,,,1201
BanPaw-35_mouth-1,,BanPaw,35_mouth,mot,mot,m o t,,Deepadung2015,,,,,1201
ChaYeQing-35_mouth-1,,ChaYeQing,35_mouth,mojʔ,mojʔ,m oi̯ ʔ,,Deepadung2015,,,,,1201
GuangKa-35_mouth-1,,GuangKa,35_mouth,mojʔ,mojʔ,m oi̯ ʔ,,Deepadung2015,,,,,1201
MangBang-35_mouth-1,,MangBang,35_mouth,mojʔ,mojʔ,m oi̯ ʔ,,Deepadung2015,,,,,1201
NanSang-35_mouth-1,,NanSang,35_mouth,mojɁ,mojɁ,m oi̯ ʔ,,Deepadung2015,,,,,1201
NamHsan-36_tongue-1,,NamHsan,36_tongue,kәrɗaɁ,kәrɗaɁ,k ə r + ɗ a ʔ,,Deepadung2015,,,,,175 1968
KhunHawt-36_tongue-1,,KhunHawt,36_tongue,kәrɗaɁ,kәrɗaɁ,k ə r + ɗ a ʔ,,Deepadung2015,,,,,1969 1968
HtanHsan-36_tongue-1,,HtanHsan,36_tongue,kәrɗaɁ,kәrɗaɁ,k ə r + ɗ a ʔ,,Deepadung2015,,,,,1969 1968
PangKham-36_tongue-1,,PangKham,36_tongue,kaɗaɁ,kaɗaɁ,k a + ɗ a ʔ,,Deepadung2015,,,,,175 1968
ManLoi-36_tongue-1,,ManLoi,36_tongue,kaɗaɁ,kaɗaɁ,k a + ɗ a ʔ,,Deepadung2015,,,,,175 1968
MengDan-36_tongue-1,,MengDan,36_tongue,kədɛʔ,kədɛʔ,k ə + d ɛ ʔ,,Deepadung2015,,,,,175 1968
ChuDongGua-36_tongue-1,,ChuDongGua,36_tongue,kaɗaʔ,kaɗaʔ,k a + ɗ a ʔ,,Deepadung2015,,,,,175 1968
XiangZhaiTang-36_tongue-1,,XiangZhaiTang,36_tongue,sɨdaʔ,sɨdaʔ,s ɨ + d a ʔ,,Deepadung2015,,,,,1967 1968
PongNuea-36_tongue-1,,PongNuea,36_tongue,sadaɁ,sadaɁ,s a + d a ʔ,,Deepadung2015,,,,,1967 1968
NyaungGone-36_tongue-1,,NyaungGone,36_tongue,sadăʔ,sadăʔ,s a + d ă ʔ,,Deepadung2015,,,,,1967 1968
NoeLae-36_tongue-1,,NoeLae,36_tongue,sadăɁ,sadăɁ,s a + d ă ʔ,,Deepadung2015,,,,,1967 1968
BanPaw-36_tongue-1,,BanPaw,36_tongue,sɨdăʔ,sɨdăʔ,s ɨ + d ă ʔ,,Deepadung2015,,,,,1967 1968
ChaYeQing-36_tongue-1,,ChaYeQing,36_tongue,khadaʔ,khadaʔ,kʰ a + d a ʔ,,Deepadung2015,,,,,1322 1968
GuangKa-36_tongue-1,,GuangKa,36_tongue,sataɁ,sataɁ,s a + t a ʔ,,Deepadung2015,,,,,1858 1968
MangBang-36_tongue-1,,MangBang,36_tongue,sətaːɁ,sətaːɁ,s ə + t aː ʔ,,Deepadung2015,,,,,1967 1968
NanSang-36_tongue-1,,NanSang,36_tongue,sataɁ,sataɁ,s a + t a ʔ,,Deepadung2015,,,,,1967 1968
NamHsan-37_tooth-1,,NamHsan,37_tooth,r̥aːŋ,r̥aːŋ,r̥ aː ŋ,,Deepadung2015,,,,,2000
KhunHawt-37_tooth-1,,KhunHawt,37_tooth,r̥aːŋ,r̥aːŋ,r̥ aː ŋ,,Deepadung2015,,,,,2000
HtanHsan-37_tooth-1,,HtanHsan,37_tooth,r̥aːŋ,r̥aːŋ,r̥ aː ŋ,,Deepadung2015,,,,,2000
PangKham-37_tooth-1,,PangKham,37_tooth,r̥aːŋ,r̥aːŋ,r̥ aː ŋ,,Deepadung2015,,,,,2000
ManLoi-37_tooth-1,,ManLoi,37_tooth,r̥aːŋ,r̥aːŋ,r̥ aː ŋ,,Deepadung2015,,,,,2000
MengDan-37_tooth-1,,MengDan,37_tooth,r̥ɛːŋ,r̥ɛːŋ,r̥ ɛː ŋ,,Deepadung2015,,,,,2000
ChuDongGua-37_tooth-1,,ChuDongGua,37_tooth,ʂaːŋ,ʂaːŋ,ʂ aː ŋ,,Deepadung2015,,,,,2000
XiangZhaiTang-37_tooth-1,,XiangZhaiTang,37_tooth,r̥aːŋ,r̥aːŋ,r̥ aː ŋ,,Deepadung2015,,,,,2000
PongNuea-37_tooth-1,,PongNuea,37_tooth,r̥aːŋ,r̥aːŋ,r̥ aː ŋ,,Deepadung2015,,,,,2000
NyaungGone-37_tooth-1,,NyaungGone,37_tooth,r̥ak,r̥ak,r̥ a k,,Deepadung2015,,,,,2000
NoeLae-37_tooth-1,,NoeLae,37_tooth,r̥aŋ,r̥aŋ,r̥ a ŋ,,Deepadung2015,,,,,2000
BanPaw-37_tooth-1,,BanPaw,37_tooth,r̥aŋ,r̥aŋ,r̥ a ŋ,,Deepadung2015,,,,,2000
ChaYeQing-37_tooth-1,,ChaYeQing,37_tooth,xaːŋ,xaːŋ,x aː ŋ,,Deepadung2015,,,,,2000
GuangKa-37_tooth-1,,GuangKa,37_tooth,ᶊaːŋ,ᶊaːŋ,sʲ aː ŋ,,Deepadung2015,,,,,2000
MangBang-37_tooth-1,,MangBang,37_tooth,xaːŋ,xaːŋ,x aː ŋ,,Deepadung2015,,,,,2000
NanSang-37_tooth-1,,NanSang,37_tooth,xaːŋ,xaːŋ,x aː ŋ,,Deepadung2015,,,,,2000
NamHsan-38_abdomen-1,,NamHsan,38_abdomen,vɛɁ,vɛɁ,v ɛ ʔ,,Deepadung2015,,,,,17
KhunHawt-38_abdomen-1,,KhunHawt,38_abdomen,vac,vac,v a c,,Deepadung2015,,,,,17
HtanHsan-38_abdomen-1,,HtanHsan,38_abdomen,vaic,vaic,v ai̯ c,,Deepadung2015,,,,,17
PangKham-38_abdomen-1,,PangKham,38_abdomen,waɁ,waɁ,w a ʔ,,Deepadung2015,,,,,17
ManLoi-38_abdomen-1,,ManLoi,38_abdomen,vaiɁ,vaiɁ,v ai̯ ʔ,,Deepadung2015,,,,,17
MengDan-38_abdomen-1,,MengDan,38_abdomen,veʔ,veʔ,v e ʔ,,Deepadung2015,,,,,17
ChuDongGua-38_abdomen-1,,ChuDongGua,38_abdomen,vɛʔ,vɛʔ,v ɛ ʔ,,Deepadung2015,,,,,17
XiangZhaiTang-38_abdomen-1,,XiangZhaiTang,38_abdomen,vac,vac,v a c,,Deepadung2015,,,,,17
PongNuea-38_abdomen-1,,PongNuea,38_abdomen,vaic,vaic,v ai̯ c,,Deepadung2015,,,,,17
NyaungGone-38_abdomen-1,,NyaungGone,38_abdomen,văt,văt,v ă t,,Deepadung2015,,,,,17
NoeLae-38_abdomen-1,,NoeLae,38_abdomen,văc,văc,v ă c,,Deepadung2015,,,,,17
BanPaw-38_abdomen-1,,BanPaw,38_abdomen,văt,văt,v ă t,,Deepadung2015,,,,,17
ChaYeQing-38_abdomen-1,,ChaYeQing,38_abdomen,vat,vat,v a t,,Deepadung2015,,,,,17
GuangKa-38_abdomen-1,,GuangKa,38_abdomen,vat,vat,v a t,,Deepadung2015,,,,,17
MangBang-38_abdomen-1,,MangBang,38_abdomen,vat,vat,v a t,,Deepadung2015,,,,,17
NanSang-38_abdomen-1,,NanSang,38_abdomen,vat,vat,v a t,,Deepadung2015,,,,,17
NamHsan-39_heart-1,,NamHsan,39_heart,ble phәːm,ble phәːm,b l e + pʰ əː m,,Deepadung2015,,,,,827 4
KhunHawt-39_heart-1,,KhunHawt,39_heart,blej phә:m,blej phә:m,b l ei̯ + pʰ əː m,,Deepadung2015,,,,,827 4
HtanHsan-39_heart-1,,HtanHsan,39_heart,blej phәːm,blej phәːm,b l ei̯ + pʰ əː m,,Deepadung2015,,,,,827 4
PangKham-39_heart-1,,PangKham,39_heart,bleː phәːm,bleː phәːm,b l eː + pʰ əː m,,Deepadung2015,,,,,827 4
ManLoi-39_heart-1,,ManLoi,39_heart,bleː phәːm,bleː phәːm,b l eː + pʰ əː m,,Deepadung2015,,,,,827 4
MengDan-39_heart-1,,MengDan,39_heart,bli nɔjh,bli nɔjh,b l i + n ɔi̯ h,,Deepadung2015,,,,,827 826
ChuDongGua-39_heart-1,,ChuDongGua,39_heart,nɔːj,nɔːj,n ɔːi̯,,Deepadung2015,,,,,826
XiangZhaiTang-39_heart-1,,XiangZhaiTang,39_heart,blejnɔx,blejnɔx,b l ei̯ + n ɔ x,,Deepadung2015,,,,,827 826
PongNuea-39_heart-1,,PongNuea,39_heart,berɔː,berɔː,b e + r ɔː,,Deepadung2015,,,,,827 9
NoeLae-39_heart-1,,NoeLae,39_heart,baraw,baraw,b a + r au̯,,Deepadung2015,,,,,827 9
BanPaw-39_heart-1,,BanPaw,39_heart,mahujə,mahujə,m a + h u + j ə,,Deepadung2015,,,,,1110 823 824
ChaYeQing-39_heart-1,,ChaYeQing,39_heart,blɔːjnɔh,blɔːjnɔh,b l ɔːi̯ + n ɔ h,,Deepadung2015,,,,,827 826
GuangKa-39_heart-1,,GuangKa,39_heart,poŋ kənɔh,poŋ kənɔh,p o ŋ + k ə + n ɔ h,,Deepadung2015,,,,,7 175 826
MangBang-39_heart-1,,MangBang,39_heart,kənɔh,kənɔh,k ə + n ɔ h,,Deepadung2015,,,,,175 826
NanSang-39_heart-1,,NanSang,39_heart,poŋkanɔh,poŋkanɔh,p o n + k a + n ɔ h,,Deepadung2015,,,,,7 175 826
NamHsan-40_liver-1,,NamHsan,40_liver,kәrɗɔːm,kәrɗɔːm,k ə r + ɗ ɔː m,,Deepadung2015,,,,,175 1063
KhunHawt-40_liver-1,,KhunHawt,40_liver,kaɗoːm,kaɗoːm,k a + ɗ oː m,,Deepadung2015,,,,,175 1063
HtanHsan-40_liver-1,,HtanHsan,40_liver,"kaɗoːm, ɗap",kaɗoːm,k a + ɗ oː m,,Deepadung2015,,,,,175 1063
PangKham-40_liver-1,,PangKham,40_liver,kaɗɔːm,kaɗɔːm,k a + ɗ ɔː m,,Deepadung2015,,,,,175 1063
ManLoi-40_liver-1,,ManLoi,40_liver,khaɗɔːm,khaɗɔːm,kʰ a + ɗ ɔː m,,Deepadung2015,,,,,1062 1063
MengDan-40_liver-1,,MengDan,40_liver,kəɗɔːm,kəɗɔːm,k ə + ɗ ɔː m,,Deepadung2015,,,,,175 1063
ChuDongGua-40_liver-1,,ChuDongGua,40_liver,kaɗɔːm,kaɗɔːm,k a + ɗ ɔː m,,Deepadung2015,,,,,175 1063
XiangZhaiTang-40_liver-1,,XiangZhaiTang,40_liver,kadoːm,kadoːm,k a + d oː m,,Deepadung2015,,,,,175 1063
PongNuea-40_liver-1,,PongNuea,40_liver,kadoːm,kadoːm,k a + d oː m,,Deepadung2015,,,,,175 1063
NyaungGone-40_liver-1,,NyaungGone,40_liver,kadom,kadom,k a + d o m,,Deepadung2015,,,,,175 1063
NoeLae-40_liver-1,,NoeLae,40_liver,kadom,kadom,k a + d o m,,Deepadung2015,,,,,175 1063
BanPaw-40_liver-1,,BanPaw,40_liver,kadom,kadom,k a + d o m,,Deepadung2015,,,,,175 1063
ChaYeQing-40_liver-1,,ChaYeQing,40_liver,kadoːm,kadoːm,k a + d oː m,,Deepadung2015,,,,,175 1063
GuangKa-40_liver-1,,GuangKa,40_liver,katɔːm,katɔːm,k a + t ɔː m,,Deepadung2015,,,,,175 1063
MangBang-40_liver-1,,MangBang,40_liver,katɔːm,katɔːm,k a + t ɔː m,,Deepadung2015,,,,,175 1063
