ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
BanPaw-15_leaf-1-1,BanPaw-15_leaf-1,l̥a,1-15,false,expert,Deepadung2015,,,
ChaYeQing-15_leaf-1-1,ChaYeQing-15_leaf-1,l̥aː,1-15,false,expert,Deepadung2015,,,
GuangKa-15_leaf-1-1,GuangKa-15_leaf-1,l̥aː hɔːj,1-15,false,expert,Deepadung2015,,,
MangBang-15_leaf-1-1,MangBang-15_leaf-1,l̥aː hɔːj,1-15,false,expert,Deepadung2015,,,
NanSang-15_leaf-1-1,NanSang-15_leaf-1,l̥aː,1-15,false,expert,Deepadung2015,,,
NamHsan-16_flower-1-1,NamHsan-16_flower-1,ɓoh,1-16,false,expert,Deepadung2015,,,
KhunHawt-16_flower-1-1,KhunHawt-16_flower-1,ɓoh,1-16,false,expert,Deepadung2015,,,
HtanHsan-16_flower-1-1,HtanHsan-16_flower-1,ɓoh,1-16,false,expert,Deepadung2015,,,
PangKham-16_flower-1-1,PangKham-16_flower-1,boh,1-16,false,expert,Deepadung2015,,,
ManLoi-16_flower-1-1,ManLoi-16_flower-1,ɓoh,1-16,false,expert,Deepadung2015,,,
MengDan-16_flower-1-1,MengDan-16_flower-1,ɓoh,1-16,false,expert,Deepadung2015,,,
ChuDongGua-16_flower-1-1,ChuDongGua-16_flower-1,ɓoh,1-16,false,expert,Deepadung2015,,,
XiangZhaiTang-16_flower-1-1,XiangZhaiTang-16_flower-1,boh,1-16,false,expert,Deepadung2015,,,
PongNuea-16_flower-1-1,PongNuea-16_flower-1,bouh,1-16,false,expert,Deepadung2015,,,
NyaungGone-16_flower-1-1,NyaungGone-16_flower-1,bouh,1-16,false,expert,Deepadung2015,,,
NoeLae-16_flower-1-1,NoeLae-16_flower-1,bouh,1-16,false,expert,Deepadung2015,,,
BanPaw-16_flower-1-1,BanPaw-16_flower-1,bouh,1-16,false,expert,Deepadung2015,,,
ChaYeQing-16_flower-1-1,ChaYeQing-16_flower-1,box,1-16,false,expert,Deepadung2015,,,
GuangKa-16_flower-1-1,GuangKa-16_flower-1,poh,1-16,false,expert,Deepadung2015,,,
MangBang-16_flower-1-1,MangBang-16_flower-1,poh,1-16,false,expert,Deepadung2015,,,
NanSang-16_flower-1-1,NanSang-16_flower-1,poh,1-16,false,expert,Deepadung2015,,,
NamHsan-17_fruit-1-1,NamHsan-17_fruit-1,ɓleː,1-17,false,expert,Deepadung2015,,,
KhunHawt-17_fruit-1-1,KhunHawt-17_fruit-1,plej,2-17,false,expert,Deepadung2015,,,
HtanHsan-17_fruit-1-1,HtanHsan-17_fruit-1,ɓlej,2-17,false,expert,Deepadung2015,,,
PangKham-17_fruit-1-1,PangKham-17_fruit-1,bleː,1-17,false,expert,Deepadung2015,,,
ManLoi-17_fruit-1-1,ManLoi-17_fruit-1,blej,2-17,false,expert,Deepadung2015,,,
MengDan-17_fruit-1-1,MengDan-17_fruit-1,bliː,1-17,false,expert,Deepadung2015,,,
ChuDongGua-17_fruit-1-1,ChuDongGua-17_fruit-1,ɓliː,1-17,false,expert,Deepadung2015,,,
XiangZhaiTang-17_fruit-1-1,XiangZhaiTang-17_fruit-1,blej,2-17,false,expert,Deepadung2015,,,
PongNuea-17_fruit-1-1,PongNuea-17_fruit-1,blej,2-17,false,expert,Deepadung2015,,,
NyaungGone-17_fruit-1-1,NyaungGone-17_fruit-1,ble,1-17,false,expert,Deepadung2015,,,
NoeLae-17_fruit-1-1,NoeLae-17_fruit-1,ble,1-17,false,expert,Deepadung2015,,,
BanPaw-17_fruit-1-1,BanPaw-17_fruit-1,ble,1-17,false,expert,Deepadung2015,,,
ChaYeQing-17_fruit-1-1,ChaYeQing-17_fruit-1,ɓlɔːj,3-17,false,expert,Deepadung2015,,,
GuangKa-17_fruit-1-1,GuangKa-17_fruit-1,plɔːj,3-17,false,expert,Deepadung2015,,,
MangBang-17_fruit-1-1,MangBang-17_fruit-1,plɔːj,3-17,false,expert,Deepadung2015,,,
NanSang-17_fruit-1-1,NanSang-17_fruit-1,plɔːj,3-17,false,expert,Deepadung2015,,,
NamHsan-18_grass-1-1,NamHsan-18_grass-1,kәrbaːn,1-18,false,expert,Deepadung2015,,,
KhunHawt-18_grass-1-1,KhunHawt-18_grass-1,kәrbaːn,1-18,false,expert,Deepadung2015,,,
HtanHsan-18_grass-1-1,HtanHsan-18_grass-1,brej,2-18,false,expert,Deepadung2015,,,
PangKham-18_grass-1-1,PangKham-18_grass-1,praj,2-18,false,expert,Deepadung2015,,,
ManLoi-18_grass-1-1,ManLoi-18_grass-1,praj,2-18,false,expert,Deepadung2015,,,
MengDan-18_grass-1-1,MengDan-18_grass-1,praj,2-18,false,expert,Deepadung2015,,,
ChuDongGua-18_grass-1-1,ChuDongGua-18_grass-1,ɓrai,2-18,false,expert,Deepadung2015,,,
XiangZhaiTang-18_grass-1-1,XiangZhaiTang-18_grass-1,pət,3-18,false,expert,Deepadung2015,,,
PongNuea-18_grass-1-1,PongNuea-18_grass-1,pət,3-18,false,expert,Deepadung2015,,,
NyaungGone-18_grass-1-1,NyaungGone-18_grass-1,pə̆t,3-18,false,expert,Deepadung2015,,,
NoeLae-18_grass-1-1,NoeLae-18_grass-1,pə̆t,3-18,false,expert,Deepadung2015,,,
BanPaw-18_grass-1-1,BanPaw-18_grass-1,pə̆t,3-18,false,expert,Deepadung2015,,,
ChaYeQing-18_grass-1-1,ChaYeQing-18_grass-1,bjai,2-18,false,expert,Deepadung2015,,,
GuangKa-18_grass-1-1,GuangKa-18_grass-1,bat,3-18,false,expert,Deepadung2015,,,
MangBang-18_grass-1-1,MangBang-18_grass-1,bət,3-18,false,expert,Deepadung2015,,,
NanSang-18_grass-1-1,NanSang-18_grass-1,bat,3-18,false,expert,Deepadung2015,,,
NamHsan-19_salty-1-1,NamHsan-19_salty-1,ʨɛːm,1-19,false,expert,Deepadung2015,,,
KhunHawt-19_salty-1-1,KhunHawt-19_salty-1,saŋ,2-19,false,expert,Deepadung2015,,,
HtanHsan-19_salty-1-1,HtanHsan-19_salty-1,sɔɁ saŋ,2-19,false,expert,Deepadung2015,,,
PangKham-19_salty-1-1,PangKham-19_salty-1,jɛːm,1-19,false,expert,Deepadung2015,,,
ManLoi-19_salty-1-1,ManLoi-19_salty-1,sɛɁ saŋ,2-19,false,expert,Deepadung2015,,,
MengDan-19_salty-1-1,MengDan-19_salty-1,saŋ,2-19,false,expert,Deepadung2015,,,
ChuDongGua-19_salty-1-1,ChuDongGua-19_salty-1,ʨeːm,1-19,false,expert,Deepadung2015,,,
XiangZhaiTang-19_salty-1-1,XiangZhaiTang-19_salty-1,sɛɁsɔŋ,2-19,false,expert,Deepadung2015,,,
PongNuea-19_salty-1-1,PongNuea-19_salty-1,sɔŋ,2-19,false,expert,Deepadung2015,,,
NyaungGone-19_salty-1-1,NyaungGone-19_salty-1,sɔk,2-19,false,expert,Deepadung2015,,,
NoeLae-19_salty-1-1,NoeLae-19_salty-1,sɔŋ,2-19,false,expert,Deepadung2015,,,
BanPaw-19_salty-1-1,BanPaw-19_salty-1,sɔŋ,2-19,false,expert,Deepadung2015,,,
ChaYeQing-19_salty-1-1,ChaYeQing-19_salty-1,ʨeːm,1-19,false,expert,Deepadung2015,,,
GuangKa-19_salty-1-1,GuangKa-19_salty-1,ʨɛːm,1-19,false,expert,Deepadung2015,,,
MangBang-19_salty-1-1,MangBang-19_salty-1,ʨeːm,1-19,false,expert,Deepadung2015,,,
NanSang-19_salty-1-1,NanSang-19_salty-1,sɔŋ,2-19,false,expert,Deepadung2015,,,
NamHsan-20_dog-1-1,NamHsan-20_dog-1,ɁaɁoɁ,1-20,false,expert,Deepadung2015,,,
KhunHawt-20_dog-1-1,KhunHawt-20_dog-1,ɁaɁoɁ,1-20,false,expert,Deepadung2015,,,
HtanHsan-20_dog-1-1,HtanHsan-20_dog-1,ɁaɁoɁ,1-20,false,expert,Deepadung2015,,,
PangKham-20_dog-1-1,PangKham-20_dog-1,ɁaɁoɁ,1-20,false,expert,Deepadung2015,,,
ManLoi-20_dog-1-1,ManLoi-20_dog-1,ɁaɁoɁ,1-20,false,expert,Deepadung2015,,,
MengDan-20_dog-1-1,MengDan-20_dog-1,ʔaʔuʔ,1-20,false,expert,Deepadung2015,,,
ChuDongGua-20_dog-1-1,ChuDongGua-20_dog-1,ʔaʔoʔ,1-20,false,expert,Deepadung2015,,,
XiangZhaiTang-20_dog-1-1,XiangZhaiTang-20_dog-1,sow,2-20,false,expert,Deepadung2015,,,
PongNuea-20_dog-1-1,PongNuea-20_dog-1,masow,2-20,false,expert,Deepadung2015,,,
NyaungGone-20_dog-1-1,NyaungGone-20_dog-1,maso,2-20,false,expert,Deepadung2015,,,
NoeLae-20_dog-1-1,NoeLae-20_dog-1,maso,2-20,false,expert,Deepadung2015,,,
BanPaw-20_dog-1-1,BanPaw-20_dog-1,maso,2-20,false,expert,Deepadung2015,,,
ChaYeQing-20_dog-1-1,ChaYeQing-20_dog-1,maʔoʔ,1-20,false,expert,Deepadung2015,,,
GuangKa-20_dog-1-1,GuangKa-20_dog-1,saw,2-20,false,expert,Deepadung2015,,,
MangBang-20_dog-1-1,MangBang-20_dog-1,saw,2-20,false,expert,Deepadung2015,,,
NanSang-20_dog-1-1,NanSang-20_dog-1,sow,2-20,false,expert,Deepadung2015,,,
NamHsan-21_bite-1-1,NamHsan-21_bite-1,ɡaɁ,1-21,false,expert,Deepadung2015,,,
KhunHawt-21_bite-1-1,KhunHawt-21_bite-1,ɡaɁ,1-21,false,expert,Deepadung2015,,,
HtanHsan-21_bite-1-1,HtanHsan-21_bite-1,ɡaɁ,1-21,false,expert,Deepadung2015,,,
PangKham-21_bite-1-1,PangKham-21_bite-1,ɡak,1-21,false,expert,Deepadung2015,,,
ManLoi-21_bite-1-1,ManLoi-21_bite-1,kak,1-21,false,expert,Deepadung2015,,,
MengDan-21_bite-1-1,MengDan-21_bite-1,kiaʔ,1-21,false,expert,Deepadung2015,,,
ChuDongGua-21_bite-1-1,ChuDongGua-21_bite-1,ɡa?,1-21,false,expert,Deepadung2015,,,
XiangZhaiTang-21_bite-1-1,XiangZhaiTang-21_bite-1,kɔɁ,1-21,false,expert,Deepadung2015,,,
PongNuea-21_bite-1-1,PongNuea-21_bite-1,kauɁ,1-21,false,expert,Deepadung2015,,,
NyaungGone-21_bite-1-1,NyaungGone-21_bite-1,kauʔ,1-21,false,expert,Deepadung2015,,,
NoeLae-21_bite-1-1,NoeLae-21_bite-1,kauɁ,1-21,false,expert,Deepadung2015,,,
BanPaw-21_bite-1-1,BanPaw-21_bite-1,kauɁ,1-21,false,expert,Deepadung2015,,,
ChaYeQing-21_bite-1-1,ChaYeQing-21_bite-1,ɡak,1-21,false,expert,Deepadung2015,,,
GuangKa-21_bite-1-1,GuangKa-21_bite-1,ɡak,1-21,false,expert,Deepadung2015,,,
MangBang-21_bite-1-1,MangBang-21_bite-1,ɡɔk,1-21,false,expert,Deepadung2015,,,
NanSang-21_bite-1-1,NanSang-21_bite-1,kɔk,1-21,false,expert,Deepadung2015,,,
NamHsan-22_horn-1-1,NamHsan-22_horn-1,nuŋ kraɁ,1-22,false,expert,Deepadung2015,,,
KhunHawt-22_horn-1-1,KhunHawt-22_horn-1,nәŋ,1-22,false,expert,Deepadung2015,,,
HtanHsan-22_horn-1-1,HtanHsan-22_horn-1,nuk,1-22,false,expert,Deepadung2015,,,
PangKham-22_horn-1-1,PangKham-22_horn-1,nɨŋ,1-22,false,expert,Deepadung2015,,,
ManLoi-22_horn-1-1,ManLoi-22_horn-1,nuŋ,1-22,false,expert,Deepadung2015,,,
MengDan-22_horn-1-1,MengDan-22_horn-1,nuŋ,1-22,false,expert,Deepadung2015,,,
ChuDongGua-22_horn-1-1,ChuDongGua-22_horn-1,nuŋ,1-22,false,expert,Deepadung2015,,,
XiangZhaiTang-22_horn-1-1,XiangZhaiTang-22_horn-1,nɨŋ,1-22,false,expert,Deepadung2015,,,
PongNuea-22_horn-1-1,PongNuea-22_horn-1,nɨŋ,1-22,false,expert,Deepadung2015,,,
NyaungGone-22_horn-1-1,NyaungGone-22_horn-1,nɨk,1-22,false,expert,Deepadung2015,,,
NoeLae-22_horn-1-1,NoeLae-22_horn-1,nɨŋ,1-22,false,expert,Deepadung2015,,,
BanPaw-22_horn-1-1,BanPaw-22_horn-1,nɨŋ,1-22,false,expert,Deepadung2015,,,
ChaYeQing-22_horn-1-1,ChaYeQing-22_horn-1,nɨŋ,1-22,false,expert,Deepadung2015,,,
GuangKa-22_horn-1-1,GuangKa-22_horn-1,nɨŋ,1-22,false,expert,Deepadung2015,,,
MangBang-22_horn-1-1,MangBang-22_horn-1,nɨŋ,1-22,false,expert,Deepadung2015,,,
NanSang-22_horn-1-1,NanSang-22_horn-1,nɨŋ,1-22,false,expert,Deepadung2015,,,
NamHsan-23_tail-1-1,NamHsan-23_tail-1,saɗaː,1-23,false,expert,Deepadung2015,,,
KhunHawt-23_tail-1-1,KhunHawt-23_tail-1,saɗaː,1-23,false,expert,Deepadung2015,,,
HtanHsan-23_tail-1-1,HtanHsan-23_tail-1,saɗaː,1-23,false,expert,Deepadung2015,,,
PangKham-23_tail-1-1,PangKham-23_tail-1,saɗaː,1-23,false,expert,Deepadung2015,,,
ManLoi-23_tail-1-1,ManLoi-23_tail-1,saɗɛː,1-23,false,expert,Deepadung2015,,,
MengDan-23_tail-1-1,MengDan-23_tail-1,kəɗɛː,1-23,false,expert,Deepadung2015,,,
ChuDongGua-23_tail-1-1,ChuDongGua-23_tail-1,sadaː,1-23,false,expert,Deepadung2015,,,
XiangZhaiTang-23_tail-1-1,XiangZhaiTang-23_tail-1,sədaː,1-23,false,expert,Deepadung2015,,,
PongNuea-23_tail-1-1,PongNuea-23_tail-1,sadɛa,1-23,false,expert,Deepadung2015,,,
NyaungGone-23_tail-1-1,NyaungGone-23_tail-1,sada,1-23,false,expert,Deepadung2015,,,
NoeLae-23_tail-1-1,NoeLae-23_tail-1,sada,1-23,false,expert,Deepadung2015,,,
BanPaw-23_tail-1-1,BanPaw-23_tail-1,sada,1-23,false,expert,Deepadung2015,,,
ChaYeQing-23_tail-1-1,ChaYeQing-23_tail-1,khaɗaː,1-23,false,expert,Deepadung2015,,,
GuangKa-23_tail-1-1,GuangKa-23_tail-1,sataː,1-23,false,expert,Deepadung2015,,,
MangBang-23_tail-1-1,MangBang-23_tail-1,sataː,1-23,false,expert,Deepadung2015,,,
NanSang-23_tail-1-1,NanSang-23_tail-1,sataː,1-23,false,expert,Deepadung2015,,,
NamHsan-24_bird-1-1,NamHsan-24_bird-1,sim,1-24,false,expert,Deepadung2015,,,
KhunHawt-24_bird-1-1,KhunHawt-24_bird-1,sim,1-24,false,expert,Deepadung2015,,,
HtanHsan-24_bird-1-1,HtanHsan-24_bird-1,sim,1-24,false,expert,Deepadung2015,,,
PangKham-24_bird-1-1,PangKham-24_bird-1,sim,1-24,false,expert,Deepadung2015,,,
ManLoi-24_bird-1-1,ManLoi-24_bird-1,sim,1-24,false,expert,Deepadung2015,,,
MengDan-24_bird-1-1,MengDan-24_bird-1,sim,1-24,false,expert,Deepadung2015,,,
ChuDongGua-24_bird-1-1,ChuDongGua-24_bird-1,sim,1-24,false,expert,Deepadung2015,,,
XiangZhaiTang-24_bird-1-1,XiangZhaiTang-24_bird-1,siːm,1-24,false,expert,Deepadung2015,,,
PongNuea-24_bird-1-1,PongNuea-24_bird-1,masiːm,1-24,false,expert,Deepadung2015,,,
NyaungGone-24_bird-1-1,NyaungGone-24_bird-1,masim,1-24,false,expert,Deepadung2015,,,
NoeLae-24_bird-1-1,NoeLae-24_bird-1,masim,1-24,false,expert,Deepadung2015,,,
BanPaw-24_bird-1-1,BanPaw-24_bird-1,masim,1-24,false,expert,Deepadung2015,,,
ChaYeQing-24_bird-1-1,ChaYeQing-24_bird-1,siːm,1-24,false,expert,Deepadung2015,,,
GuangKa-24_bird-1-1,GuangKa-24_bird-1,siːm,1-24,false,expert,Deepadung2015,,,
MangBang-24_bird-1-1,MangBang-24_bird-1,siːm,1-24,false,expert,Deepadung2015,,,
NanSang-24_bird-1-1,NanSang-24_bird-1,siːm,1-24,false,expert,Deepadung2015,,,
NamHsan-25_fly-1-1,NamHsan-25_fly-1,pәr,1-25,false,expert,Deepadung2015,,,
KhunHawt-25_fly-1-1,KhunHawt-25_fly-1,bәr,1-25,false,expert,Deepadung2015,,,
HtanHsan-25_fly-1-1,HtanHsan-25_fly-1,ɓәr,1-25,false,expert,Deepadung2015,,,
PangKham-25_fly-1-1,PangKham-25_fly-1,min,2-25,false,expert,Deepadung2015,,,
ManLoi-25_fly-1-1,ManLoi-25_fly-1,bәr,1-25,false,expert,Deepadung2015,,,
MengDan-25_fly-1-1,MengDan-25_fly-1,phruː,3-25,false,expert,Deepadung2015,,,
ChuDongGua-25_fly-1-1,ChuDongGua-25_fly-1,phruː,3-25,false,expert,Deepadung2015,,,
XiangZhaiTang-25_fly-1-1,XiangZhaiTang-25_fly-1,bən,1-25,false,expert,Deepadung2015,,,
PongNuea-25_fly-1-1,PongNuea-25_fly-1,bən,1-25,false,expert,Deepadung2015,,,
NyaungGone-25_fly-1-1,NyaungGone-25_fly-1,bə̆n,1-25,false,expert,Deepadung2015,,,
NoeLae-25_fly-1-1,NoeLae-25_fly-1,bə̆n,1-25,false,expert,Deepadung2015,,,
BanPaw-25_fly-1-1,BanPaw-25_fly-1,bə̆n,1-25,false,expert,Deepadung2015,,,
ChaYeQing-25_fly-1-1,ChaYeQing-25_fly-1,ɓaj,1-25,false,expert,Deepadung2015,,,
GuangKa-25_fly-1-1,GuangKa-25_fly-1,pɨːh,4-25,false,expert,Deepadung2015,,,
MangBang-25_fly-1-1,MangBang-25_fly-1,pɨː,4-25,false,expert,Deepadung2015,,,
NanSang-25_fly-1-1,NanSang-25_fly-1,pɨː,4-25,false,expert,Deepadung2015,,,
NamHsan-26_egg-1-1,NamHsan-26_egg-1,kadam ɓeɁ,1-26,false,expert,Deepadung2015,,,
KhunHawt-26_egg-1-1,KhunHawt-26_egg-1,kaɗam,1-26,false,expert,Deepadung2015,,,
HtanHsan-26_egg-1-1,HtanHsan-26_egg-1,kaɗam,1-26,false,expert,Deepadung2015,,,
PangKham-26_egg-1-1,PangKham-26_egg-1,ɡlaw,2-26,false,expert,Deepadung2015,,,
ManLoi-26_egg-1-1,ManLoi-26_egg-1,klaw khaj,2-26,false,expert,Deepadung2015,,,
MengDan-26_egg-1-1,MengDan-26_egg-1,ɡlɛːw,2-26,false,expert,Deepadung2015,,,
ChuDongGua-26_egg-1-1,ChuDongGua-26_egg-1,ɡraːw ʔiar,2-26,false,expert,Deepadung2015,,,
XiangZhaiTang-26_egg-1-1,XiangZhaiTang-26_egg-1,pəːn,3-26,false,expert,Deepadung2015,,,
PongNuea-26_egg-1-1,PongNuea-26_egg-1,pəan,3-26,false,expert,Deepadung2015,,,
NyaungGone-26_egg-1-1,NyaungGone-26_egg-1,pən ʔian,3-26,false,expert,Deepadung2015,,,
NoeLae-26_egg-1-1,NoeLae-26_egg-1,pən Ɂian,3-26,false,expert,Deepadung2015,,,
BanPaw-26_egg-1-1,BanPaw-26_egg-1,pən Ɂian,3-26,false,expert,Deepadung2015,,,
ChaYeQing-26_egg-1-1,ChaYeQing-26_egg-1,bəːn,3-26,false,expert,Deepadung2015,,,
GuangKa-26_egg-1-1,GuangKa-26_egg-1,bəːn,3-26,false,expert,Deepadung2015,,,
MangBang-26_egg-1-1,MangBang-26_egg-1,bəːn,3-26,false,expert,Deepadung2015,,,
NanSang-26_egg-1-1,NanSang-26_egg-1,bəːn,3-26,false,expert,Deepadung2015,,,
NamHsan-27_fish-1-1,NamHsan-27_fish-1,kaː,1-27,false,expert,Deepadung2015,,,
KhunHawt-27_fish-1-1,KhunHawt-27_fish-1,kaː,1-27,false,expert,Deepadung2015,,,
HtanHsan-27_fish-1-1,HtanHsan-27_fish-1,kaː,1-27,false,expert,Deepadung2015,,,
PangKham-27_fish-1-1,PangKham-27_fish-1,ɡaː,1-27,false,expert,Deepadung2015,,,
ManLoi-27_fish-1-1,ManLoi-27_fish-1,ɡɛː,1-27,false,expert,Deepadung2015,,,
MengDan-27_fish-1-1,MengDan-27_fish-1,kɛː,1-27,false,expert,Deepadung2015,,,
ChuDongGua-27_fish-1-1,ChuDongGua-27_fish-1,kaː,1-27,false,expert,Deepadung2015,,,
XiangZhaiTang-27_fish-1-1,XiangZhaiTang-27_fish-1,ɡaː,1-27,false,expert,Deepadung2015,,,
PongNuea-27_fish-1-1,PongNuea-27_fish-1,maɡɛa,1-27,false,expert,Deepadung2015,,,
NyaungGone-27_fish-1-1,NyaungGone-27_fish-1,maɡa,1-27,false,expert,Deepadung2015,,,
NoeLae-27_fish-1-1,NoeLae-27_fish-1,maɡa,1-27,false,expert,Deepadung2015,,,
BanPaw-27_fish-1-1,BanPaw-27_fish-1,maɡa,1-27,false,expert,Deepadung2015,,,
ChaYeQing-27_fish-1-1,ChaYeQing-27_fish-1,kaː,1-27,false,expert,Deepadung2015,,,
GuangKa-27_fish-1-1,GuangKa-27_fish-1,kaː,1-27,false,expert,Deepadung2015,,,
MangBang-27_fish-1-1,MangBang-27_fish-1,kaː,1-27,false,expert,Deepadung2015,,,
NanSang-27_fish-1-1,NanSang-27_fish-1,kaː,1-27,false,expert,Deepadung2015,,,
NamHsan-28_snake-1-1,NamHsan-28_snake-1,haɲ,1-28,false,expert,Deepadung2015,,,
KhunHawt-28_snake-1-1,KhunHawt-28_snake-1,heɲ,1-28,false,expert,Deepadung2015,,,
HtanHsan-28_snake-1-1,HtanHsan-28_snake-1,heɲ,1-28,false,expert,Deepadung2015,,,
PangKham-28_snake-1-1,PangKham-28_snake-1,haɲ,1-28,false,expert,Deepadung2015,,,
ManLoi-28_snake-1-1,ManLoi-28_snake-1,han,1-28,false,expert,Deepadung2015,,,
MengDan-28_snake-1-1,MengDan-28_snake-1,hɔn,1-28,false,expert,Deepadung2015,,,
ChuDongGua-28_snake-1-1,ChuDongGua-28_snake-1,hɔɲ,1-28,false,expert,Deepadung2015,,,
XiangZhaiTang-28_snake-1-1,XiangZhaiTang-28_snake-1,haɲ,1-28,false,expert,Deepadung2015,,,
PongNuea-28_snake-1-1,PongNuea-28_snake-1,mahaɲ,1-28,false,expert,Deepadung2015,,,
NyaungGone-28_snake-1-1,NyaungGone-28_snake-1,han,1-28,false,expert,Deepadung2015,,,
NoeLae-28_snake-1-1,NoeLae-28_snake-1,mahaɲ,1-28,false,expert,Deepadung2015,,,
BanPaw-28_snake-1-1,BanPaw-28_snake-1,mahăɲ,1-28,false,expert,Deepadung2015,,,
ChaYeQing-28_snake-1-1,ChaYeQing-28_snake-1,han,1-28,false,expert,Deepadung2015,,,
GuangKa-28_snake-1-1,GuangKa-28_snake-1,han,1-28,false,expert,Deepadung2015,,,
MangBang-28_snake-1-1,MangBang-28_snake-1,han,1-28,false,expert,Deepadung2015,,,
NanSang-28_snake-1-1,NanSang-28_snake-1,han,1-28,false,expert,Deepadung2015,,,
NamHsan-29_louse-1-1,NamHsan-29_louse-1,siː,1-29,false,expert,Deepadung2015,,,
KhunHawt-29_louse-1-1,KhunHawt-29_louse-1,siː,1-29,false,expert,Deepadung2015,,,
HtanHsan-29_louse-1-1,HtanHsan-29_louse-1,sej,2-29,false,expert,Deepadung2015,,,
PangKham-29_louse-1-1,PangKham-29_louse-1,saj,2-29,false,expert,Deepadung2015,,,
ManLoi-29_louse-1-1,ManLoi-29_louse-1,saj,2-29,false,expert,Deepadung2015,,,
MengDan-29_louse-1-1,MengDan-29_louse-1,kəbran,3-29,false,expert,Deepadung2015,,,
ChuDongGua-29_louse-1-1,ChuDongGua-29_louse-1,saːj,2-29,false,expert,Deepadung2015,,,
XiangZhaiTang-29_louse-1-1,XiangZhaiTang-29_louse-1,masɛː,1-29,false,expert,Deepadung2015,,,
PongNuea-29_louse-1-1,PongNuea-29_louse-1,masɛː,1-29,false,expert,Deepadung2015,,,
NyaungGone-29_louse-1-1,NyaungGone-29_louse-1,masɛ,1-29,false,expert,Deepadung2015,,,
NoeLae-29_louse-1-1,NoeLae-29_louse-1,masɛ,1-29,false,expert,Deepadung2015,,,
BanPaw-29_louse-1-1,BanPaw-29_louse-1,masɛ,1-29,false,expert,Deepadung2015,,,
ChaYeQing-29_louse-1-1,ChaYeQing-29_louse-1,masaj,2-29,false,expert,Deepadung2015,,,
GuangKa-29_louse-1-1,GuangKa-29_louse-1,saj,2-29,false,expert,Deepadung2015,,,
MangBang-29_louse-1-1,MangBang-29_louse-1,saj,2-29,false,expert,Deepadung2015,,,
NanSang-29_louse-1-1,NanSang-29_louse-1,saiɁ,2-29,false,expert,Deepadung2015,,,
NamHsan-30_head-1-1,NamHsan-30_head-1,kiŋ,1-30,false,expert,Deepadung2015,,,
KhunHawt-30_head-1-1,KhunHawt-30_head-1,keɲ,1-30,false,expert,Deepadung2015,,,
HtanHsan-30_head-1-1,HtanHsan-30_head-1,kiɲ,1-30,false,expert,Deepadung2015,,,
PangKham-30_head-1-1,PangKham-30_head-1,ɡiɲ,1-30,false,expert,Deepadung2015,,,
ManLoi-30_head-1-1,ManLoi-30_head-1,ɡiŋ,1-30,false,expert,Deepadung2015,,,
MengDan-30_head-1-1,MengDan-30_head-1,kiŋ,1-30,false,expert,Deepadung2015,,,
ChuDongGua-30_head-1-1,ChuDongGua-30_head-1,ɡiŋ,1-30,false,expert,Deepadung2015,,,
XiangZhaiTang-30_head-1-1,XiangZhaiTang-30_head-1,ɡiɲ,1-30,false,expert,Deepadung2015,,,
PongNuea-30_head-1-1,PongNuea-30_head-1,ɡiɲ,1-30,false,expert,Deepadung2015,,,
NyaungGone-30_head-1-1,NyaungGone-30_head-1,ɡɨn,1-30,false,expert,Deepadung2015,,,
NoeLae-30_head-1-1,NoeLae-30_head-1,ɡiɲ,1-30,false,expert,Deepadung2015,,,
BanPaw-30_head-1-1,BanPaw-30_head-1,ɡɨɲ,1-30,false,expert,Deepadung2015,,,
ChaYeQing-30_head-1-1,ChaYeQing-30_head-1,ken,1-30,false,expert,Deepadung2015,,,
GuangKa-30_head-1-1,GuangKa-30_head-1,ken,1-30,false,expert,Deepadung2015,,,
MangBang-30_head-1-1,MangBang-30_head-1,kən,1-30,false,expert,Deepadung2015,,,
NanSang-30_head-1-1,NanSang-30_head-1,kən,1-30,false,expert,Deepadung2015,,,
NamHsan-31_hair-1-1,NamHsan-31_hair-1,huɁkiŋ,1-31,false,expert,Deepadung2015,,,
KhunHawt-31_hair-1-1,KhunHawt-31_hair-1,houɁ keɲ,1-31,false,expert,Deepadung2015,,,
HtanHsan-31_hair-1-1,HtanHsan-31_hair-1,houɁ kiɲ,1-31,false,expert,Deepadung2015,,,
PangKham-31_hair-1-1,PangKham-31_hair-1,hɨk ɡiɲ,1-31,false,expert,Deepadung2015,,,
ManLoi-31_hair-1-1,ManLoi-31_hair-1,huk ɡiŋ,1-31,false,expert,Deepadung2015,,,
MengDan-31_hair-1-1,MengDan-31_hair-1,huʔ kiŋ,1-31,false,expert,Deepadung2015,,,
ChuDongGua-31_hair-1-1,ChuDongGua-31_hair-1,huʔ kiŋ,1-31,false,expert,Deepadung2015,,,
XiangZhaiTang-31_hair-1-1,XiangZhaiTang-31_hair-1,huːj,1-31,false,expert,Deepadung2015,,,
PongNuea-31_hair-1-1,PongNuea-31_hair-1,hɨk ɡiɲ,1-31,false,expert,Deepadung2015,,,
NyaungGone-31_hair-1-1,NyaungGone-31_hair-1,hɨk ɡɨn,1-31,false,expert,Deepadung2015,,,
